"Well","Clean_Sample_Name","Cleaner_Sample_Name","Col1","18S","Col3","Col1_dCT","Col3_dCT","Col1_ddCT","Col3_ddCT","Gene","FoldChange"
53,"Alone 1","Alone","22.244148254394531","17.594062805175781","25.801612854003906",4.65008544921875,8.20755004882812,-0.0377593570285377,-0.401445812649197,"Col1",1.02651830716175
53,"Alone 1","Alone","22.244148254394531","17.594062805175781","25.801612854003906",4.65008544921875,8.20755004882812,-0.0377593570285377,-0.401445812649197,"Col3",1.32083093291918
54,"Alone 1","Alone","22.089143753051758","17.451923370361328","25.840492248535156",4.63722038269043,8.38856887817383,-0.050624423556858,-0.220426983303494,"Col1",1.03571310152548
54,"Alone 1","Alone","22.089143753051758","17.451923370361328","25.840492248535156",4.63722038269043,8.38856887817383,-0.050624423556858,-0.220426983303494,"Col3",1.16507835468478
55,"AA50 3","AA50","21.897682189941406","17.190673828125","24.996383666992188",4.70700836181641,7.80570983886719,0.0191635555691185,-0.803286022610134,"Col1",0.986804667392181
55,"AA50 3","AA50","21.897682189941406","17.190673828125","24.996383666992188",4.70700836181641,7.80570983886719,0.0191635555691185,-0.803286022610134,"Col3",1.74507134770486
56,"AA50 3","AA50","21.837854385375977","17.268438339233398","25.061103820800781",4.56941604614258,7.79266548156738,-0.11842876010471,-0.816330379909939,"Col1",1.08555194331609
56,"AA50 3","AA50","21.837854385375977","17.268438339233398","25.061103820800781",4.56941604614258,7.79266548156738,-0.11842876010471,-0.816330379909939,"Col3",1.76092123527089
57,"AA50 3","AA50","21.830780029296875","17.333513259887695","25.090232849121094",4.49726676940918,7.7567195892334,-0.190578036838108,-0.852276272243923,"Col1",1.14122087108842
57,"AA50 3","AA50","21.830780029296875","17.333513259887695","25.090232849121094",4.49726676940918,7.7567195892334,-0.190578036838108,-0.852276272243923,"Col3",1.80534714097653
6,"GVMGFO 3","GVMGFO","21.968732833862305","18.074514389038086","25.132553100585938",3.89421844482422,7.05803871154785,-0.793626361423069,-1.55095714992947,"Col1",1.73342613487742
6,"GVMGFO 3","GVMGFO","21.968732833862305","18.074514389038086","25.132553100585938",3.89421844482422,7.05803871154785,-0.793626361423069,-1.55095714992947,"Col3",2.93011471940457
61,"GFOGEK 3","GFOGEK","21.612150192260742","17.279130935668945","24.841474533081055",4.3330192565918,7.56234359741211,-0.354825549655491,-1.04665226406521,"Col1",1.27883093599224
61,"GFOGEK 3","GFOGEK","21.612150192260742","17.279130935668945","24.841474533081055",4.3330192565918,7.56234359741211,-0.354825549655491,-1.04665226406521,"Col3",2.06573080775194
62,"GFOGEK 3","GFOGEK","21.792337417602539","17.137800216674805","24.825605392456055",4.65453720092773,7.68780517578125,-0.0333076053195533,-0.921190685696072,"Col1",1.02335564202566
62,"GFOGEK 3","GFOGEK","21.792337417602539","17.137800216674805","24.825605392456055",4.65453720092773,7.68780517578125,-0.0333076053195533,-0.921190685696072,"Col3",1.89367753945288
63,"GFOGEK 3","GFOGEK","21.697891235351562","17.603738784790039","25.152490615844727",4.09415245056152,7.54875183105469,-0.593692355685764,-1.06024403042263,"Col1",1.50910412863344
63,"GFOGEK 3","GFOGEK","21.697891235351562","17.603738784790039","25.152490615844727",4.09415245056152,7.54875183105469,-0.593692355685764,-1.06024403042263,"Col3",2.08528421559106
64,"Alone 2","Alone","21.97722053527832","17.495876312255859","25.312524795532227",4.48134422302246,7.81664848327637,-0.206500583224827,-0.792347378200954,"Col1",1.15388590846053
